doi;author;title;year;abstract;journal
10.1163/19606028-90000130;Editors Cahiers de Linguistique Asie Orientale;Preliminary material;2004;"""Preliminary material"" published on 01 Jan 2004 by Brill.";CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028-90000131;Editors Cahiers de Linguistique Asie Orientale;Preliminary material;2004;"""Preliminary material"" published on 01 Jan 2004 by Brill.";CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028_033_01-01;Editors Cahiers de Linguistique Asie Orientale;Preliminary Material;2004;"""Preliminary Material"" published on 15 Dec 2004 by Brill.";CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028_033_01-02;Soyoung Roger-Yun;Quelques particularit?s grammaticales des noms humains en cor?en;2004;This article presents some grammatical particularities of human nouns in Korean, all connected to plurality. Because of the complex phenomena linked to the plurality in Korean, we will put the stress on the contextual conditions of the asymmetric behavior of human and non-human nouns. This asymmetric treatment of human and non-human nouns of the Korean grammar is a very remarkable property, which is not found in the Indo-European languages such as French, nor in any other Asian languages such as Japanese or Chinese.;CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028_033_01-03;Fran?ois Dell;On recent claims about stress and tone in Beijing Mandarin;2004;According to Duanmu (2000), stress in Standard Chinese is characterized by left-headed feet. This review examines the phonological arguments given in the book supporting this claim. The conclusion is that the book fails to present any solid phonological evidence in favor of left-headed stress feet in Standard Chinese.;CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028_033_01-04;San Duanmu;Left-headed feet and phrasal stress in Chinese;2004;This is a rejoinder to F. Dell's review of the analysis of stress proposed in Duanmu (2000), see pp. 33-63 in this issue. In his book, Duanmu proposes that Standard Chinese has left-headed feet. In addition, in compounds and phrases, stress is assigned to the syntactic non-head. F. Dell raises a number of questions for Duanmu's analysis. In the present article, Duanmu explains how the questions can be addressed. He also offers some new evidence and argues that the analysis with left-headed feet remains the simplest theory.;CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028_033_01-05;Florentina Visan;PARIS Marie-Claude (2003). Linguistique chinoise et linguistique g?n?rale. Paris: L'Harmatan. 172 pages;2004;"""PARIS Marie-Claude (2003). Linguistique chinoise et linguistique g?n?rale. Paris: L'Harmatan. 172 pages"" published on 15 Dec 2004 by Brill.";CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028_033_01-06;Marc Miyake;GONG Hwang-cherng (2002). Han-Zang yu yanjiu lun wenji [Collected papers on Sino-Tibetan linguistics]. Taipei : Institute of Linguistics (Preparatory Office), Academia Sinica. (Language and Linguistics Monograph Series Number C2-2).;2004;"""GONG Hwang-cherng (2002). Han-Zang yu yanjiu lun wenji [Collected papers on Sino-Tibetan linguistics]. Taipei : Institute of Linguistics (Preparatory Office), Academia Sinica. (Language and Linguistics Monograph Series Number C2-2)."" published on 15 Dec 2004 by Brill.";CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028_033_01-07;Marc Duval;Th?ses;2004;"""Th?ses"" published on 15 Dec 2004 by Brill.";CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028_033_01-08;Hyunjung Son;Hyunjung SON (2003). L'adverbial temporel en DONGAN en car?en : description et formalization. Th?se de doctorat, sous Ia direction de Mme Ir?ne TAMBA. Paris : EHESS. 255 p.;2004;"""Hyunjung SON (2003). L'adverbial temporel en DONGAN en car?en : description et formalization. Th?se de doctorat, sous Ia direction de Mme Ir?ne TAMBA. Paris : EHESS. 255 p."" published on 15 Dec 2004 by Brill.";CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028_033_01-09;Editors Cahiers de Linguistique Asie Orientale;Guidelines for Contributors;2004;"""Guidelines for Contributors"" published on 15 Dec 2004 by Brill.";CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028_032_02-01;Editors Cahiers de Linguistique Asie Orientale;Preliminary Material;2003;"""Preliminary Material"" published on 15 Dec 2003 by Brill.";CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028_032_02-02;"Marie-Th?r?se Vinet; Huijun Zhou";La possession inali?nable en chinois mandarin et en fran?ais;2003;This article presents a comparative analysis of inalienable possession structures in French and in Modem Chinese. This research tries to show that similarities exist in the expression of inalienable possession in the two grammars in spite of apparent differences. Several aspects are discussed, namely the distinct grammatical forms used to capture permanent possession, shared conceptual domains in both languages as well as verbs which express body movements, pronounced and unpronounced features of D (determiner) heads, open to the interpretation of inalienable possession.;CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028_032_02-03;South W. Coblin;A sample of eighteenth century spoken Mandarin from North China;2003;The Chinese dialogues in the Q?ngw?n q?m?ng, a Manchu textbook for Chinese readers, provide an extended sample of spoken northern Gu?nhu? from the mid-eighteenth century. And one version of this text, to be examined here, adds Manchu transcriptional forms for the Chinese text. In the present paper certain phonological, lexical and syntactic features of the form of Chinese underlying the text are examined with specific reference to the development of northern Gu?nhu? as a koine and to the relationship of this koine to its more prestigious counterpart, the southern Gu?nhu? of the Nanking area. The paper ends with some thoughts about the route followed by northern Gu?nhu? as it became the dominant koin? variety during the nineteenth century.;CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028_032_02-04;You-Jing Lin;Tense and aspect morphology in the Zhuokeji rGyalrong ver;2003;This paper analyzes primary tense and aspect distinctions in the Zhuokeji rGyalrong verb. The proposed analysis improves upon existing work on the same dialect partly due to its fine-tuned phonological treatment of the relevant verb forms, and partly due to its integration of methodological insights from recent theoretical work on tense and aspect, in particular ?sten Dahl's framework as well as Carlota Smith's two-component approach to situational and viewpoint aspects. Zhuokeji is demonstrated to encode a typologically prominent aspectual opposition between Perfective and Imperfective as well as a distinction of absolute tense between Present Imperfective and Past Imperfective, with the Perfective usually carrying past-time reference.;CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028_032_02-05;Laurent Sagart;Notes et documents: A new collection of descriptions of languages of China;2003;"""Notes et documents: A new collection of descriptions of languages of China"" published on 15 Dec 2003 by Brill.";CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028_032_02-06;Robert Iljic;PACKARD Jerome L. (2000). The morphology of Chinese: A linguistic and cognitive approach. Cambridge : Cambridge University Press. Pp. xvi, 335.;2003;"""PACKARD Jerome L. (2000). The morphology of Chinese: A linguistic and cognitive approach. Cambridge : Cambridge University Press. Pp. xvi, 335."" published on 15 Dec 2003 by Brill.";CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028_032_02-07;George van Driem;BECKWITH Christopher (2002). Mediaeval Tibeto-Burman Languages (Tibetan Studies: Proceedings of the Ninth Seminar of the International Association for Tibetan Studies, Leiden 2000). Leiden, Boston, Koln : Brill.;2003;"""BECKWITH Christopher (2002). Mediaeval Tibeto-Burman Languages (Tibetan Studies: Proceedings of the Ninth Seminar of the International Association for Tibetan Studies, Leiden 2000). Leiden, Boston, Koln : Brill."" published on 15 Dec 2003 by Brill.";CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028_032_02-08;Soyoung Roger-Yun;Th?ses;2003;"""Th?ses"" published on 15 Dec 2003 by Brill.";CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028_032_02-09;Editors Cahiers de Linguistique Asie Orientale;Index Chronologique;2003;"""Index Chronologique"" published on 15 Dec 2003 by Brill.";CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028_032_02-10;Editors Cahiers de Linguistique Asie Orientale;Index Mati?res Vol. 32;2003;"""Index Mati?res Vol. 32"" published on 15 Dec 2003 by Brill.";CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028_032_02-11;Editors Cahiers de Linguistique Asie Orientale;Guidelines For Contributors;2003;"""Guidelines For Contributors"" published on 15 Dec 2003 by Brill.";CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028-90000112;Editor Cahiers de Linguistique Asie Orientale;Table of Contents;2003;"""Table of Contents"" published on 01 Jan 2003 by Brill.";CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028-90000113;Matthew Y. Chen;Overapplication, Looping and Directionality - Problems in Hakka Tone Sandhi;2003;"""Overapplication, Looping and Directionality - Problems in Hakka Tone Sandhi"" published on 01 Jan 2003 by Brill.";CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028-90000114;Lu Peng;Les Phrases Complexes Finales Et Consequentielles En Chinois Mandarin Contemporain;2003;"""Les Phrases Complexes Finales Et Consequentielles En Chinois Mandarin Contemporain"" published on 01 Jan 2003 by Brill.";CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028-90000115;Sun Hongkai;Is Baima a Dialect or Vernacular of Tibetan?;2003;"""Is Baima a Dialect or Vernacular of Tibetan?"" published on 01 Jan 2003 by Brill.";CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028-90000116;Raoul Bun;Interpr?tation Du Groupe Num?rique Avec Sp?cifique En Japonais ?crit;2003;"""Interpr?tation Du Groupe Num?rique Avec Sp?cifique En Japonais ?crit"" published on 01 Jan 2003 by Brill.";CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028-90000117;Guillaume Jacques;Un Cas De Dissimilation Labiale En Chinois Archa?que : La Racine 'couvrir, Renverser' Et Son ?quivalent En Tib?tain;2003;"""Un Cas De Dissimilation Labiale En Chinois Archa?que : La Racine 'couvrir, Renverser' Et Son ?quivalent En Tib?tain"" published on 01 Jan 2003 by Brill.";CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028-90000118;Claude Hagege;Dictionnaire Chinois-Fran?ais du Chinois Parl?. Paris: ?ditions You-Feng, 2001, 29 + 1548 p.;2003;"""Dictionnaire Chinois-Fran?ais du Chinois Parl?. Paris: ?ditions You-Feng, 2001, 29 + 1548 p."" published on 01 Jan 2003 by Brill.";CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028-90000119;Christine Lamarre;Faits de Langues n° 17 : Cor?en-Japonais. Gap, Paris: Ophrys. 2001. 344 p.;2003;"""Faits de Langues n° 17 : Cor?en-Japonais. Gap, Paris: Ophrys. 2001. 344 p."" published on 01 Jan 2003 by Brill.";CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028-90000102;Editor Cahiers de Linguistique Asie Orientale;Table of Contents;2002;"""Table of Contents"" published on 01 Jan 2002 by Brill.";CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028-90000103;Waltraud Paul;Proxy Categories in Phrase Structure Theory and the Chinese VP;2002;"""Proxy Categories in Phrase Structure Theory and the Chinese VP"" published on 01 Jan 2002 by Brill.";CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028-90000104;Gr?ce Poizat-Xie;Les Connecteurs Adversatifs Du Chinois Contemporain;2002;"""Les Connecteurs Adversatifs Du Chinois Contemporain"" published on 01 Jan 2002 by Brill.";CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028-90000105;Barbara Niederer;Introduction to Ch?ngp?oy?o;2002;"""Introduction to Ch?ngp?oy?o"" published on 01 Jan 2002 by Brill.";CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028-90000106;Barbara Meisterernst;A Propos De ...;2002;"""A Propos De ..."" published on 01 Jan 2002 by Brill.";CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028-90000107;Sze-Wing Tang;Extraction in Contral Structures in Chinese;2002;"""Extraction in Contral Structures in Chinese"" published on 01 Jan 2002 by Brill.";CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028-90000108;Umberto Ansaldo;Hilary CHAPPELL (ed.) 200l. Sinitic grammar. Synchronic and diachronic perspectives. Oxford University Press. ISBN 0-19-829977-X.;2002;"""Hilary CHAPPELL (ed.) 200l. Sinitic grammar. Synchronic and diachronic perspectives. Oxford University Press. ISBN 0-19-829977-X."" published on 01 Jan 2002 by Brill.";CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028-90000109;Wen Huiping;WEN Huiping. You '(y) avoir' grammatical dans le mandarin de Ta?wan. Th?se de doctorat, sous la direction d'Alain PEYRAUBE. Paris : ?cole des Hautes ?tudes en Sciences Sociales. 2002. 420 p.;2002;"""WEN Huiping. You '(y) avoir' grammatical dans le mandarin de Ta?wan. Th?se de doctorat, sous la direction d'Alain PEYRAUBE. Paris : ?cole des Hautes ?tudes en Sciences Sociales. 2002. 420 p."" published on 01 Jan 2002 by Brill.";CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028-90000110;Editor Cahiers de Linguistique Asie Orientale;Index Chronologique;2002;"""Index Chronologique"" published on 01 Jan 2002 by Brill.";CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028-90000111;Editor Cahiers De Linguistique Asie Orientale;Index Matieres VoI. 31;2002;"""Index Matieres VoI. 31"" published on 01 Jan 2002 by Brill.";CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028-90000096;Editor Cahiers de Linguistique Asie Orientale;Table of Contents;2002;"""Table of Contents"" published on 01 Jan 2002 by Brill.";CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028-90000097;Zev Handel;Rethinking the Medials of Old Chinese: Where are the r's?;2002;This paper re-examines the traditional reconstruction of Old Chinese medial *-r- from the viewpoint of Tibeto-Burman comparison. It concludes that it is more natural from a typological perspective and more compelling from a comparative perspective to reconstruct *r- as a prefix rather than a medial before acute consonants, and perhaps in some cases before grave consonants as well. Such a revision has important implications for our understanding of Old Chinese syllable structure and derivational morphology.;CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028-90000098;Mary S. Erbaugh;Classifiers are for specification: Complementary Functions for Sortal and General Classifiers in Cantonese and Mandarin;2002;Cantonese uses over five times more sortal classifiers (,extended object' tiuh ?) than Mandarin to describe Chafe's 'Pear Stories' film. Forty percent of nouns appear without a classifier. Just 18% of Cantonese nouns and 3% of Mandarin take a sortal. Stories are near-identical. Classifiers reveal differences in grammar, not cognition.;CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028-90000099;Christine Lamarre;Early Hakka Corpora Held by the Basel Mission Library: An Introduction;2002;This paper gives a brief outline of the Hakka Bibles and other religious or educational books in Hakka held by the Basel Mission Library, translated, edited and published during the 19th century by protestant missionaries of the Basel Evangelical Missionary Society. These documents provide us with some very valuable material available for grammatical, phonological or lexical studies of the Hakka colloquial. They also tell us how a Chinese dialect happened to develop (for a limited period though) a written language in Latin script and then in Chinese characters.;CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028-90000100;William G. Boltz;ZHENGZHANG Shangfang. The Phonological System of Old Chinese. Translated by Laurent Sagart. Collection des Cahiers de Linguistique - Asie Orientale 5. Paris : ?cole des Hautes ?tudes en Science Sociales, Centre de Recherches Linguistiques sur l'Asie Orientale, 2000. vi-74 p.;2002;"""ZHENGZHANG Shangfang. The Phonological System of Old Chinese. Translated by Laurent Sagart. Collection des Cahiers de Linguistique - Asie Orientale 5. Paris : ?cole des Hautes ?tudes en Science Sociales, Centre de Recherches Linguistiques sur l'Asie Orientale, 2000. vi-74 p."" published on 01 Jan 2002 by Brill.";CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028-90000101;Editor Cahiers de Linguistique Asie Orientale;"NGAN Yuk Han. Evolution des constructions ""verbe + compl?ment"" du chinois bas-archa?que au chino is haut-m?di?val (5?me avo J.-c. - 6?me sivcles): Analyse diachronique. Th?se de doctorat, sous la direction de Alain PEYRAUBE. Paris: Ecole des Hautes Etudes en Sciences Sociales. 2001. 294 pages.";2002;"""NGAN Yuk Han. Evolution des constructions ""verbe + compl?ment"" du chinois bas-archa?que au chino is haut-m?di?val (5?me avo J.-c. - 6?me sivcles): Analyse diachronique. Th?se de doctorat, sous la direction de Alain PEYRAUBE. Paris: Ecole des Hautes Etudes en Sciences Sociales. 2001. 294 pages."" published on 01 Jan 2002 by Brill.";CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028-90000088;Editor Cahiers de Linguistique Asie Orientale;Table of Contents;2001;"""Table of Contents"" published on 01 Jan 2001 by Brill.";CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028-90000089;Sun Chaofen;Semantically Conditioned Shifts in Chinese;2001;"""Semantically Conditioned Shifts in Chinese"" published on 01 Jan 2001 by Brill.";CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028-90000090;Feng Li;Origine et ?volution du compl?ment directionnel complexe en chinois;2001;"""Origine et ?volution du compl?ment directionnel complexe en chinois"" published on 01 Jan 2001 by Brill.";CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028-90000091;Derek Herforth;A Propos De ...;2001;"""A Propos De ..."" published on 01 Jan 2001 by Brill.";CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028-90000092;Marc Miyake;Comptes Rendus;2001;"""Comptes Rendus"" published on 01 Jan 2001 by Brill.";CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028-90000093;Fr?d?ric Devienne;Th?ses;2001;"""Th?ses"" published on 01 Jan 2001 by Brill.";CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028-90000094;Editor Cahiers de Linguistique Asie Orientale;Index Chronologique;2001;"""Index Chronologique"" published on 01 Jan 2001 by Brill.";CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028-90000095;Editor Cahiers de Linguistique Asie Orientale;Index Mati?res Vol. 30;2001;"""Index Mati?res Vol. 30"" published on 01 Jan 2001 by Brill.";CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028-03001001;Editors Cahiers de Linguistique Asie Orientale;Preliminary Material;2001;"""Preliminary Material"" published on 27 Feb 2001 by Brill.";CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028-03001002;"Laurent Sagart; Xu Shixuan";History through loanwords: The loan correspondences between Hani and Chinese;2001;"The stratification of Chinese loanwords into Dazhai Hani, a Tibeto-Burman language, has been studied. The basic principles (principle of coherence; extended principle of coherence) guiding analysis are presented in a methodological section. Two main strata of borrowings from SW Mandarin, a modern layer reflecting the phonology of L?chun Mandarin, and the other from another, earlier source (contemporary with the introduction of the potato and tobacco), are distinguished. A set of early Chinese borrowings is also identified but the sound correspondences in that layer are incomplete. The words for 'eggplant' and 'tea' are shared with Chinese but appear to be Tibeto-Burman loanwords to Chinese rather than the opposite.";CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028-03001003;Fu Jingqi;From phrase to word: The syntactic derivation of the Adjectival Have-Construction in Chinese;2001;The study of a special kind of Have-Construction in Chinese shows that it exhibits both word-like (adjective) and phrasal (VP) behavior. The word itself shows a mixture of lexical, syntactic and phonological properties. It will be argued that an approach combining Head Movement and Reanalysis is the most suitable to derive the word, not only because it accounts for the mixed properties of the word, but also because it can derive the long-observed correspondence between word and phrase in Chinese.;CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028-03001004;Wang Tsan-Hsiong;Observations sur les particules na ? et ye ?;2001;A diachronic analysis on interrogative sentences syntax in Chinese shows that na ? and ye ?, two particles employed during the Pre-Modern period in interrogative sentences expressing an alternative are basically different, though they seem to play a similar role. The present paper also describes the interactions between these two particles.;CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028-03001005;Guillaume Jacques;Weera Ostapirat (2000). Proto-Kra. Linguistics in the Tibeto-Burman Area, 23(1) Monograph, 251 pages.;2001;"""Weera Ostapirat (2000). Proto-Kra. Linguistics in the Tibeto-Burman Area, 23(1) Monograph, 251 pages."" published on 27 Feb 2001 by Brill.";CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028-03001006;Nishio Sumikazu;Nishio Sumikazu, Classificateurs num?raux en japonais : Constructions et cat?gories. Th?se de doctorat, sous la direction de Michel Le Guem: Universit? Lumi?re Lyon-2. 2000. 235 pages.;2001;"""Nishio Sumikazu, Classificateurs num?raux en japonais : Constructions et cat?gories. Th?se de doctorat, sous la direction de Michel Le Guem: Universit? Lumi?re Lyon-2. 2000. 235 pages."" published on 27 Feb 2001 by Brill.";CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028-03001007;Hole Daniel;Hole Daniel. The grammar of focus quantification in Mandarin Chinese. Doctoral dissertation. Berlin : Free University. 2000.;2001;"""Hole Daniel. The grammar of focus quantification in Mandarin Chinese. Doctoral dissertation. Berlin : Free University. 2000."" published on 27 Feb 2001 by Brill.";CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028-03001008;Editors Cahiers de Linguistique Asie Orientale;Guidelines for Contributors;2001;"""Guidelines for Contributors"" published on 27 Feb 2001 by Brill.";CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028-90000078;Editor Cahiers de Linguistique Asie Orientale;Table of Contents;2000;"""Table of Contents"" published on 01 Jan 2000 by Brill.";CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028-90000079;"CAO Guangshun; YU Hsiao-jung";The Influence of Translated Later Han Buddhist Sutras on the Development of the Chinese Disposal Construction;2000;Between the Han and Tang dynasties, the Serial Verb Construction underwent aseries of developments and changes. The BA construction was one result. Interestingly, these changes are mainly revealed in translated Buddhist sutras. The new grammatical forms not only emerged in Buddhist texts earlier than native forms, but also with higher occurrence rates. We compare and contrast the differences of the disposal construction as seen in translated Buddhist sutras and in native Chinese documents, tracing its development processes.;CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028-90000080;Matthew Y. EHEN;From Tone to Accent;2000;Tone and accent share a key phonetic property, namely pitch prominence. It is therefore not surprising that the tonal and accentual systems overlap, and that languages may develop in either direction along this tone-ac cent continuum. In this paper I argue that at least one dialect of Chinese, notably the New Chongming dialect of the northern Wu group, has evolved from a prototypically tonallanguage to an unmistakably accentual system according to such diagnostics as: culminativity, syntagmatic vs. paradigmatic contrast, weight-sensitive prominence, and avoidance of tonic dash (analogue of stress dash).;CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028-90000081;Guillaume Jacques;The Character ?•?•? ywij and the Reconstruction of the ?? Zhi ? and Wei Rhymes;2000;This article proposes a new reconstruction of two rhyme categories of Archaic Chinese. A series of dissimilatory changes caused mergers of the *-uj / *-ij and *-uj / *-ij distinctions in some environments by the time of the Shijing. This made opaque the relationship between ?, ? and ? three important function words in Archaic Chinese. Using our new reconstruction, we will be able to explain their exact relationship and to disprove other etymologies on the basis of which ?? is to be compared with ??? and copula in Tibeto-burman languages. Finally, the article offers a preliminary study of the phonological al rules in the fusion of words.;CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028-90000082;Robert S. Bauer;The Chinese-Based Writing System of the Zhuang Language;2000;Zhuang, a member of the Tai language family spoken in southwestern China, was traditionally written with Zhuang characters which resemble Chinese characters. The ??????? [ancient Zhuang character dictionary] published in 1989 listed and defined over 10,000 Zhuang characters and Serves as the main reference for their study. This dictionary has been helping to revive the use of Zhuang characters among Zhuang speakers.;CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028-90000083;Waltraud Paul;Verb Movement and the VP Shell in Chinese: Some Critical Remarks;2000;On the basis of C.-T. 1. Huang's work (?. Huang 1991, 1992, 1994), it has become the standard view that verb movement in Chinese is confined to the VP shell Ulla Larson 1988) and does not extend beyond it to a higher functional category. As will be shown in the present article, the feasibility of this proposal crucially relies on the extensive use of a VP shell which is provided with enough layers to accommodate verb movement within its boundaries and whose complexity goes far beyond the original proposal.;CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028-90000084;Fran?oise Bott?ro;"Paroles ? dire, paroles ? ?crire : Inde, Chine, Japon / sous la dir. de Viviane Alleton.- Paris : ?d. de l'?cole des hautes ?tudes en sciences sociales, 1997.- 282 p. : ill. 23 cm.- (Recherches d'histoire et de sciences sociales = Studies in history and the social sciences) ISSN 0249-5619; 75). ISBN 2-7132-1233-2. 130 FF.";2000;"""Paroles ? dire, paroles ? ?crire : Inde, Chine, Japon / sous la dir. de Viviane Alleton.- Paris : ?d. de l'?cole des hautes ?tudes en sciences sociales, 1997.- 282 p. : ill. 23 cm.- (Recherches d'histoire et de sciences sociales = Studies in history and the social sciences) ISSN 0249-5619; 75). ISBN 2-7132-1233-2. 130 FF."" published on 01 Jan 2000 by Brill.";CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028-90000085;F?licit? Maury;HOA Monique. C'est du chinois ! : Manuel pour d?butants. Comprendre et parler : vol. 1, Lire et ?crire : vol. 1. Paris: Youfeng, 1999. 355 + 370 p.;2000;"""HOA Monique. C'est du chinois ! : Manuel pour d?butants. Comprendre et parler : vol. 1, Lire et ?crire : vol. 1. Paris: Youfeng, 1999. 355 + 370 p."" published on 01 Jan 2000 by Brill.";CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028-90000086;Editor Cahiers de Linguistique Asie Orientale;Chronological Index;2000;"""Chronological Index"" published on 01 Jan 2000 by Brill.";CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028-90000087;Editor Cahiers de Linguistique Asie Orientale;Subject Index Vol. 29;2000;"""Subject Index Vol. 29"" published on 01 Jan 2000 by Brill.";CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028-90000073;Editor Cahiers de Linguistique Asie Orientale;Table to Contents;2000;"""Table to Contents"" published on 01 Jan 2000 by Brill.";CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028-90000074;"Wynn Chao; Evelynne Mui";Clausal adverbs and clausal structure in Cantonese;2000;"""Clausal adverbs and clausal structure in Cantonese"" published on 01 Jan 2000 by Brill.";CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028-90000075;Lid Feng-hsi;The scalar particle hai in Chinese;2000;"""The scalar particle hai in Chinese"" published on 01 Jan 2000 by Brill.";CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028-90000076;Qiu Haiying;Les hypoth?tiques n?gatives contrefactuelles en chinois contemporain;2000;"""Les hypoth?tiques n?gatives contrefactuelles en chinois contemporain"" published on 01 Jan 2000 by Brill.";CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028-90000077;Editor Cahiers de Linguistique Asie Orientale;"PACKARD Jerome L. (ed). New Approaches to Chinese Word Formation: Morphology, Phonology and the Lexicon in Modern and Ancient Chinese. Berlin ; New York: Mouton de Gruyter, 1998. 386 p. (Trends in Linguistics. Studies and Monographs ; 105).";2000;"""PACKARD Jerome L. (ed). New Approaches to Chinese Word Formation: Morphology, Phonology and the Lexicon in Modern and Ancient Chinese. Berlin ; New York: Mouton de Gruyter, 1998. 386 p. (Trends in Linguistics. Studies and Monographs ; 105)."" published on 01 Jan 2000 by Brill.";CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028-90000063;Editor Cahiers de Linguistique Asie Orientale;Table of Contents;1999;"""Table of Contents"" published on 01 Jan 1999 by Brill.";CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
